INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 272, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 155712, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 156008, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 156320, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 156520, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 156696, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 156928, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 157128, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 157496, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 157592, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 157880, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 158344, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 158544, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 158768, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 159000, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 159304, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 159608, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 159816, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 160000, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 160248, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 160432, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 160848, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 160968, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 161240, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 161696, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 161896, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 162104, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 162336, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 162648, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 162960, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 163136, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 163344, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 163560, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 163752, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 164160, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 164288, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 164608, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 164976, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 165224, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 165392, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 165640, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 167224, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 168096, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 168904, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 170624, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 171424, 1);
